DFIRM_ID,FIRM_PAN,PANEL,ST_FIPS,PCOMM,EFF_DATE,PRE_DATE,PANEL_TYP,eff_date,pre_date,county_fips
12039C,12039C0251C,0251,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0157C,0157,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0379C,0379,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0139C,0139,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0075C,0075,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0229C,0229,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0232C,0232,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0263C,0263,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0143C,0143,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0241C,0241,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0383C,0383,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0376C,0376,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0100C,0100,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0138C,0138,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0243C,0243,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0268C,0268,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0253C,0253,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0343C,0343,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0378C,0378,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0344C,0344,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0113C,0113,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0242C,0242,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0233C,0233,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0382C,0382,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0237C,0237,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0167C,0167,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0350C,0350,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0341C,0341,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0259C,0259,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0036C,0036,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0255C,0255,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12039C,12039C0356C,0356,12,039C,1233705600000.0,253392451200000.0,"Countywide, Panel Printed",2009-02-04,9999-09-09,12039
12041C,12041C0115D,0115,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0120D,0120,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0232D,0232,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0234D,0234,12,041C,1159488000000.0,253392451200000.0,"Countywide, Not Printed",2006-09-29,9999-09-09,12041
12041C,12041C0129D,0129,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0270D,0270,12,041C,1159488000000.0,253392451200000.0,"Countywide, Not Printed",2006-09-29,9999-09-09,12041
12041C,12041C0089D,0089,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0093D,0093,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0091D,0091,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0092D,0092,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0210D,0210,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0127D,0127,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0107D,0107,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0109D,0109,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0110D,0110,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0043D,0043,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0039D,0039,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0101D,0101,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0019D,0019,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0083D,0083,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0082D,0082,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0084D,0084,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0087D,0087,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0168D,0168,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0163D,0163,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0164D,0164,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0226D,0226,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0133D,0133,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0063D,0063,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0128D,0128,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0126D,0126,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0041D,0041,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0042D,0042,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0044D,0044,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0038D,0038,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0036D,0036,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0037D,0037,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0140D,0140,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0145D,0145,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0190D,0190,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0180D,0180,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0094D,0094,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0160D,0160,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0170D,0170,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0105D,0105,12,041C,1159488000000.0,253392451200000.0,"Countywide, Panel Printed",2006-09-29,9999-09-09,12041
12041C,12041C0231E,0231,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0162E,0162,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0229E,0229,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0233E,0233,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0220E,0220,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0255E,0255,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0260E,0260,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0280E,0280,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0185E,0185,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0191E,0191,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0215E,0215,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0205E,0205,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0156E,0156,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0166E,0166,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0227E,0227,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0285E,0285,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0152E,0152,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0154E,0154,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0158E,0158,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0184E,0184,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0252E,0252,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0193E,0193,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0194E,0194,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0192E,0192,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0211E,0211,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0213E,0213,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0256E,0256,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12041C,12041C0257E,0257,12,041C,1516320000000.0,253392451200000.0,"Countywide, Panel Printed",2018-01-19,9999-09-09,12041
12045C,12045C0439G,0439,12,045C,1615248000000.0,253392451200000.0,"Countywide, Not Printed",2021-03-09,9999-09-09,12045
12045C,12045C0407G,0407,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0318G,0318,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0316G,0316,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0317G,0317,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0319G,0319,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0454G,0454,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0063G,0063,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0061H,0061,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0062G,0062,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0064G,0064,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0168G,0168,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0170G,0170,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0164G,0164,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0165G,0165,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0240G,0240,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0335G,0335,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0210G,0210,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0230G,0230,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0235G,0235,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0245G,0245,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0265G,0265,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0255G,0255,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0260G,0260,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0270G,0270,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0290G,0290,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0280G,0280,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0285G,0285,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0295G,0295,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0340G,0340,12,045C,1615248000000.0,253392451200000.0,"Countywide, Not Printed",2021-03-09,9999-09-09,12045
12045C,12045C0365G,0365,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0355G,0355,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0360G,0360,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0370G,0370,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0380G,0380,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0385G,0385,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0395G,0395,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0460G,0460,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0010G,0010,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0020G,0020,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0040G,0040,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0030G,0030,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0035G,0035,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0045G,0045,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0055G,0055,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0060G,0060,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0070G,0070,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0080G,0080,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0110G,0110,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0120G,0120,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0140G,0140,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0130G,0130,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0135G,0135,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0145G,0145,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0155H,0155,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0160G,0160,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0190G,0190,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0195G,0195,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0217H,0217,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0219G,0219,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0306G,0306,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0307G,0307,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0309G,0309,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0238H,0238,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0236H,0236,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0328G,0328,12,045C,1615248000000.0,253392451200000.0,"Countywide, Not Printed",2021-03-09,9999-09-09,12045
12045C,12045C0329G,0329,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0333H,0333,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0343H,0343,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0341H,0341,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0345G,0345,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0433G,0433,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0431G,0431,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0432G,0432,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0434G,0434,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0428G,0428,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0426G,0426,12,045C,1615248000000.0,253392451200000.0,"Countywide, Not Printed",2021-03-09,9999-09-09,12045
12045C,12045C0427G,0427,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0429G,0429,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0461G,0461,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0441G,0441,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0442G,0442,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0438G,0438,12,045C,1615248000000.0,253392451200000.0,"Countywide, Not Printed",2021-03-09,9999-09-09,12045
12045C,12045C0436G,0436,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0437G,0437,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0453G,0453,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0455G,0455,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0390G,0390,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0326G,0326,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0327G,0327,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0409G,0409,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0308G,0308,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12045C,12045C0169G,0169,12,045C,1615248000000.0,1565308800000.0,"Countywide, Panel Printed",2021-03-09,2019-08-09,12045
12049C,12049C0313D,0313,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0312D,0312,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0314D,0314,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0311D,0311,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0318D,0318,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0317D,0317,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0319D,0319,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0316D,0316,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0170D,0170,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0426D,0426,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0428D,0428,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0427D,0427,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0429D,0429,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0431D,0431,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0433D,0433,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
12049C,12049C0432D,0432,12,049C,1383696000000.0,253392451200000.0,"Countywide, Panel Printed",2013-11-06,9999-09-09,12049
